ID_CLIENTE,SAFRA_REF,INADIMPLENTE
5058298901476893676,2021-07-01,0.18585037275246258
274692171162531764,2021-07-01,0.11085474492827434
274692171162531764,2021-07-01,0.14498849842967487
274692171162531764,2021-07-01,0.11335474492827434
465309249432033993,2021-07-01,0.3220098512598512
465309249432033993,2021-07-01,0.29424994449994446
465309249432033993,2021-07-01,0.330045399045399
465309249432033993,2021-07-01,0.330045399045399
5883155883105348987,2021-07-01,0.27936502468120117
5883155883105348987,2021-07-01,0.259279415029415
4489904752023469353,2021-07-01,0.4410355657414482
3355881107559250653,2021-07-01,0.3889555914445705
3355881107559250653,2021-07-01,0.37257784454107984
3355881107559250653,2021-07-01,0.3748891564176091
3355881107559250653,2021-07-01,0.3889555914445705
3355881107559250653,2021-07-01,0.3889555914445705
3355881107559250653,2021-07-01,0.3815222889855243
3355881107559250653,2021-07-01,0.3818191708476236
6330043096034525408,2021-07-01,0.4635056712782374
6330043096034525408,2021-07-01,0.4303724864805789
6964108750473070287,2021-07-01,0.25395460095460093
6964108750473070287,2021-07-01,0.25395460095460093
6964108750473070287,2021-07-01,0.24887812187812183
6964108750473070287,2021-07-01,0.2530483960483961
6964108750473070287,2021-07-01,0.28524178599178596
6964108750473070287,2021-07-01,0.26457950382950385
6964108750473070287,2021-07-01,0.26486738261738263
6964108750473070287,2021-07-01,0.26486738261738263
6964108750473070287,2021-07-01,0.25395460095460093
6964108750473070287,2021-07-01,0.24887812187812183
6964108750473070287,2021-07-01,0.2530483960483961
6964108750473070287,2021-07-01,0.28524178599178596
6964108750473070287,2021-07-01,0.26457950382950385
6964108750473070287,2021-07-01,0.26486738261738263
6964108750473070287,2021-07-01,0.26486738261738263
6964108750473070287,2021-07-01,0.25395460095460093
4008627434689715639,2021-07-01,0.35484704172368653
4008627434689715639,2021-07-01,0.35484704172368653
4008627434689715639,2021-07-01,0.3484679624687616
5757271354816214865,2021-07-01,0.5964683926998279
5757271354816214865,2021-07-01,0.5876009177834399
5757271354816214865,2021-07-01,0.5964683926998279
5757271354816214865,2021-07-01,0.5964683926998279
5757271354816214865,2021-07-01,0.5964683926998279
5757271354816214865,2021-07-01,0.5885329039259525
5757271354816214865,2021-07-01,0.5853444126786378
5757271354816214865,2021-07-01,0.6008926351240703
5757271354816214865,2021-07-01,0.6008926351240703
5757271354816214865,2021-07-01,0.5920251602076824
5757271354816214865,2021-07-01,0.5895158411226631
5757271354816214865,2021-07-01,0.5971628999461924
5757271354816214865,2021-07-01,0.5824972208540428
5757271354816214865,2021-07-01,0.5907380633448852
5757271354816214865,2021-07-01,0.5961966309210999
8909740532547211288,2021-07-01,0.21540582199018732
8909740532547211288,2021-07-01,0.25372494026441395
8909740532547211288,2021-07-01,0.25372494026441395
4045739494965095560,2021-07-01,0.3934364400219665
4045739494965095560,2021-07-01,0.39717944701497354
4045739494965095560,2021-07-01,0.3719959623709624
6759864637454708017,2021-07-01,0.19686428848928855
6759864637454708017,2021-07-01,0.25364558863049586
6759864637454708017,2021-07-01,0.19153606769047948
6759864637454708017,2021-07-01,0.166842844247256
6759864637454708017,2021-07-01,0.19032582695082703
6759864637454708017,2021-07-01,0.166842844247256
6134696632487351445,2021-07-01,0.48541408737461356
6134696632487351445,2021-07-01,0.48541408737461356
6134696632487351445,2021-07-01,0.4593276460381723
5373371196946859811,2021-07-01,0.3890918901360078
3095686599956852697,2021-07-01,0.1946963286713287
3095686599956852697,2021-07-01,0.20582982752541576
3095686599956852697,2021-07-01,0.18334712232212233
1616952665234409442,2021-07-01,0.37017952223215383
1616952665234409442,2021-07-01,0.36933969539232697
1088521227159442264,2021-07-01,0.38961072407125036
1088521227159442264,2021-07-01,0.39344314165366795
1088521227159442264,2021-07-01,0.4150106612606612
8529899700094903171,2021-07-01,0.4075492949079908
8529899700094903171,2021-07-01,0.391184041878264
8529899700094903171,2021-07-01,0.3831232918175139
